targetName	canonicalName	previousNames	nation	tier	type	attribute	oldValue	newValue	version	notes	trend	shipStatus	tags	sourceSheet
Surcouf	Surcouf		法国	10	潜艇	Время перезарядки 1-го залпа	8	4 с	13.8	官方公告：https://blog.korabli.su/blog/566	buff	test		Korabli #566
Surcouf	Surcouf		法国	10	潜艇	Время перезарядки 2–4-го залпов	12	8 с	13.8	官方公告：https://blog.korabli.su/blog/566	buff	test		Korabli #566
Surcouf	Surcouf		法国	10	潜艇	Время перекладки рулей глубины	31,4	21 с	13.8	官方公告：https://blog.korabli.su/blog/566	buff	test		Korabli #566
Surcouf	Surcouf		法国	10	潜艇	Скорость хода торпед	62	66 узлов	13.8	官方公告：https://blog.korabli.su/blog/566	buff	test		Korabli #566
Piemonte	Piemonte		意大利	11	巡洋舰	ПББ-снаряды заменены на фугасы со следующими характеристиками: максимальный урон: 3450 ед	—	—	2024.09	官方公告：https://blog.korabli.su/blog/564	adjustment	released		Korabli #564
Piemonte	Piemonte		意大利	11	巡洋舰	Время перезарядки орудий ГК	21	16 с	2024.09	官方公告：https://blog.korabli.su/blog/564	buff	released		Korabli #564
Piemonte	Piemonte		意大利	11	巡洋舰	Количество зарядов снаряжения «Дымогенератор полного хода» увеличено c 2 до 4	—	—	2024.09	官方公告：https://blog.korabli.su/blog/564	adjustment	released		Korabli #564
Piemonte	Piemonte		意大利	11	巡洋舰	Время перезарядки снаряжения «Дымогенератор полного хода»	160	120 с	2024.09	官方公告：https://blog.korabli.su/blog/564	buff	released		Korabli #564
Piemonte	Piemonte		意大利	11	巡洋舰	Добавлено снаряжение «Гидроакустический поиск» со следующими характеристиками: количество зарядов: 2	—	—	2024.09	官方公告：https://blog.korabli.su/blog/564	adjustment	released		Korabli #564
Tiger '59	Tiger '59		英国	8	巡洋舰	Добавлена «Серия залпов» по типу «барабана полного цикла» (перезарядка начнётся, только когда произведены все залпы) со следующими характеристиками: Время перезарядки: 17 с	—	—	13.8	官方公告：https://blog.korabli.su/blog/560	adjustment	test		Korabli #560
Vineta	Vineta		德国	7	巡洋舰	Изменена баллистика снарядов ГК: теперь они летят по более настильной траектории	—	—	13.8	官方公告：https://blog.korabli.su/blog/560	adjustment	test		Korabli #560
Hertha	Hertha		德国	8	巡洋舰	Изменена баллистика снарядов ГК: теперь они летят по более настильной траектории	—	—	13.8	官方公告：https://blog.korabli.su/blog/560	adjustment	test		Korabli #560
Hertha	Hertha		德国	8	巡洋舰	Добавлено снаряжение «Ремонтная команда» со следующими характеристиками: Количество снаряжения: 3	—	—	13.8	官方公告：https://blog.korabli.su/blog/560	adjustment	test		Korabli #560
Hertha	Hertha		德国	8	巡洋舰	Восстановление повреждений цитадели	33%	50%	13.8	官方公告：https://blog.korabli.su/blog/560	adjustment	test		Korabli #560
Hertha	Hertha		德国	8	巡洋舰	Допустимый угол наведения при стрельбе назад для четвёртой башни ГК уменьшен на 7 градусов, а для пятой башни — на 4 градуса. Это сделано, чтобы предотвратить пересечение моделей орудий при вращении башен ГК	—	—	13.8	官方公告：https://blog.korabli.su/blog/560	adjustment	test		Korabli #560
Natsukaze	Natsukaze		日本	10	驱逐舰	Вероятность вызвать затопление у торпед	135%	75%	13.8	官方公告：https://blog.korabli.su/blog/560	adjustment	test		Korabli #560
Z-32	Z-32		德国	8	驱逐舰	Максимальный урон ББ-снаряда	3700	3400 ед	13.8	官方公告：https://blog.korabli.su/blog/559	nerf	test		Korabli #559
Z-33	Z-33		德国	8	驱逐舰	Время перезарядки ТА	108	96 с	13.8	官方公告：https://blog.korabli.su/blog/559	buff	test		Korabli #559
Z-38	Z-38		德国	8	驱逐舰	Максимальный урон торпеды уменьшен 12573 до 11880 ед	—	—	13.8	官方公告：https://blog.korabli.su/blog/559	adjustment	test		Korabli #559
Z-38	Z-38		德国	8	驱逐舰	Шанс затопления торпедой	227	214%	13.8	官方公告：https://blog.korabli.su/blog/559	nerf	test		Korabli #559
Freya	Freya		德国	9	巡洋舰	Максимальный урон ОФ-снаряда	1500	1650 ед	13.8	官方公告：https://blog.korabli.su/blog/559	buff	test		Korabli #559
Freya	Freya		德国	9	巡洋舰	Шанс поджога ОФ-снарядом	7	8%	13.8	官方公告：https://blog.korabli.su/blog/559	buff	test		Korabli #559
Freya	Freya		德国	9	巡洋舰	Максимальная дальность стрельбы орудий ГК увеличена: с 16 до 16,4 км у Freya	—	—	13.8	官方公告：https://blog.korabli.su/blog/559	adjustment	test		Korabli #559
Freya	Freya		德国	9	巡洋舰	Изменена траектория полёта снарядов — она стала более настильной	—	—	13.8	官方公告：https://blog.korabli.su/blog/559	adjustment	test		Korabli #559
Freya	Freya		德国	9	巡洋舰	Количество полученного в цитадель урона, восстанавливаемого «Ремонтной командой»,	33	50%	13.8	官方公告：https://blog.korabli.su/blog/559	buff	test		Korabli #559
Freya	Freya		德国	9	巡洋舰	Изменены параметры «Ремонтной команды»: Количество зарядов	3	4	13.8	官方公告：https://blog.korabli.su/blog/559	buff	test		Korabli #559
Freya	Freya		德国	9	巡洋舰	Время перезарядки	80	40 с	13.8	官方公告：https://blog.korabli.su/blog/559	buff	test		Korabli #559
Lothringen	Lothringen		德国	10	战列舰	Изменены параметры «Серии залпов»: Интервал между залпами	10	8,5 с	13.8	官方公告：https://blog.korabli.su/blog/559	adjustment	test		Korabli #559
Lothringen	Lothringen		德国	10	战列舰	Время полной перезарядки после всех залпов	70	64 с	13.8	官方公告：https://blog.korabli.su/blog/559	buff	test		Korabli #559
Lothringen	Lothringen		德国	10	战列舰	Максимальный урон ракеты у штурмовиков	1800	2000	13.8	官方公告：https://blog.korabli.su/blog/559	buff	test		Korabli #559
Cougar	Cougar		英国	8	巡洋舰	Изменены параметры «Серии залпов»: Интервал между залпами	1,2	0,8 с	13.8	官方公告：https://blog.korabli.su/blog/559	adjustment	test		Korabli #559
Cougar	Cougar		英国	8	巡洋舰	Количество залпов	5	8	13.8	官方公告：https://blog.korabli.su/blog/559	buff	test		Korabli #559
Cougar	Cougar		英国	8	巡洋舰	Время полной перезарядки после всех залпов	16	20 с	13.8	官方公告：https://blog.korabli.su/blog/559	nerf	test		Korabli #559
Cougar	Cougar		英国	8	巡洋舰	Точность орудий ГК снижена до стандартной для класса	—	—	13.8	官方公告：https://blog.korabli.su/blog/559	adjustment	test		Korabli #559
Otto Weddigen	Otto Weddigen		德国	11	驱逐舰	Постоянный урон ПВО дальнего действия	63	84 ед	13.8	官方公告：https://blog.korabli.su/blog/559	buff	test		Korabli #559
Otto Weddigen	Otto Weddigen		德国	11	驱逐舰	Урон от разрывов снарядов	1610	1680 ед	13.8	官方公告：https://blog.korabli.su/blog/559	buff	test		Korabli #559
Tsurugi	Tsurugi		日本	9	战列舰	Радиус циркуляции	970	800 м	13.8	官方公告：https://blog.korabli.su/blog/558	buff	released		Korabli #558
Tsurugi	Tsurugi		日本	9	战列舰	Время перекладки рулей	16	12,3 с	13.8	官方公告：https://blog.korabli.su/blog/558	buff	released		Korabli #558
Tsurugi	Tsurugi		日本	9	战列舰	Толщина обшивки оконечностей	25	32 мм	13.8	官方公告：https://blog.korabli.su/blog/558	adjustment	released		Korabli #558
Tsurugi	Tsurugi		日本	9	战列舰	Количество снаряжения «Ремонтная команда» увеличено на 1	—	—	13.8	官方公告：https://blog.korabli.su/blog/558	adjustment	released		Korabli #558
Tsurugi	Tsurugi		日本	9	战列舰	Бронепробитие ББ-снарядов увеличено примерно на 5%	—	—	13.8	官方公告：https://blog.korabli.su/blog/558	adjustment	released		Korabli #558
Пётр Багратион	Пётр Багратион		苏联	8	巡洋舰	Время перезарядки орудий ГК	10	9 с	13.8	官方公告：https://blog.korabli.su/blog/558	buff	released		Korabli #558
Бородино	Бородино		苏联	8	战列舰	Время перезарядки орудий ГК	31	30 с	13.8	官方公告：https://blog.korabli.su/blog/558	buff	released		Korabli #558
Błyskawica	Błyskawica		欧洲	7	驱逐舰	Заметность с кораблей	7,5	7,1 км	13.8	官方公告：https://blog.korabli.su/blog/558	buff	released		Korabli #558
Tulsa	Tulsa		美国	9	巡洋舰	Дальность стрельбы ГК	14,9	15,3 км	13.8	官方公告：https://blog.korabli.su/blog/558	buff	released		Korabli #558
Tulsa	Tulsa		美国	9	巡洋舰	Время перезарядки орудий ГК	5,8	5,5 с	13.8	官方公告：https://blog.korabli.su/blog/558	buff	released		Korabli #558
ZF-6	ZF-6		德国	9	驱逐舰	Время поворота орудий ГК на 180 градусов	18	10 с	13.8	官方公告：https://blog.korabli.su/blog/558	buff	released		Korabli #558
ZF-6	ZF-6		德国	9	驱逐舰	Время перезарядки орудий ГК	4	3	13.8	官方公告：https://blog.korabli.su/blog/558	buff	released		Korabli #558
Florida	Florida		美国	7	战列舰	Время перезарядки ГК	33,5	31 с	13.8	官方公告：https://blog.korabli.su/blog/558	buff	released		Korabli #558
Z-44	Z-44		德国	9	驱逐舰	Время перезарядки ТА	85	80 с	13.8	官方公告：https://blog.korabli.su/blog/558	buff	released		Korabli #558
Collingwood	Collingwood		英国	7	战列舰	Толщина обшивки и палубы в центральной части корпуса	26	30 мм	13.8	官方公告：https://blog.korabli.su/blog/558	adjustment	released		Korabli #558
